#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_set_id: https://w3id.org/nfosi/
#mapping_tool: https://w3id.org/linkml/
#creator_id: linkml_user
#mapping_date: 2026-07-20
#curie_map: 
# nf: https://w3id.org/synapse/nfosi/vocab/
# personinfo: https://w3id.org/linkml/examples/personinfo/
# linkml: https://w3id.org/linkml/
# schema: http://schema.org/
# rdfs: http://www.w3.org/2000/01/rdf-schema#
# skos: http://www.w3.org/2004/02/skos/core#
# prov: http://www.w3.org/ns/prov#
# htan: https://raw.githubusercontent.com/ncihtan/data-models/main/HTAN.model.jsonld
# NCIT: http://purl.obolibrary.org/obo/NCIT_
# BTO: http://purl.obolibrary.org/obo/BTO_
# UBERON: http://purl.obolibrary.org/obo/UBERON_
# OBI: http://purl.obolibrary.org/obo/OBI_
# UO: http://purl.obolibrary.org/obo/UO_
# CL: http://purl.obolibrary.org/obo/CL_
# CHMO: http://purl.obolibrary.org/obo/CHMO_
# MI: http://purl.obolibrary.org/obo/MI_
# MMO: http://purl.obolibrary.org/obo/MMO_
# ERO: http://purl.obolibrary.org/obo/ERO_
# MAXO: http://purl.obolibrary.org/obo/MAXO_
# MONDO: http://purl.obolibrary.org/obo/MONDO_
# HP: http://purl.obolibrary.org/obo/HP_
# VT: http://purl.obolibrary.org/obo/VT_
# FMA: http://purl.obolibrary.org/obo/FMA_
# CLO: http://purl.obolibrary.org/obo/CLO_
# GENO: http://purl.obolibrary.org/obo/GENO_
# GO: http://purl.obolibrary.org/obo/GO_
# IAO: http://purl.obolibrary.org/obo/IAO_
# MS: http://purl.obolibrary.org/obo/MS_
# OMIABIS: http://purl.obolibrary.org/obo/OMIABIS_
# FBbi: http://purl.obolibrary.org/obo/FBbi_
# FBcv: http://purl.obolibrary.org/obo/FBcv_
# PATO: http://purl.obolibrary.org/obo/PATO_
# EFO: http://www.ebi.ac.uk/efo/EFO_
# EDAM: http://edamontology.org/
# BAO: http://www.bioassayontology.org/bao#BAO_
# SWO: http://www.ebi.ac.uk/swo/data/SWO_
# SNOMED: http://snomed.info/id/
# ENM: http://purl.enanomapper.org/onto/ENM_
# DCM: http://dicom.nema.org/resources/ontology/DCM/
# CHEMINF: http://semanticscience.org/resource/CHEMINF_
# CMPO: http://www.ebi.ac.uk/cmpo/CMPO_
# ZFA: http://purl.obolibrary.org/obo/ZFA_
# DOID: http://purl.obolibrary.org/obo/DOID_
# DUO: http://purl.obolibrary.org/obo/DUO_
# NBO: http://purl.obolibrary.org/obo/NBO_
# NCBITaxon: http://purl.obolibrary.org/obo/NCBITaxon_
# MESH: https://id.nlm.nih.gov/mesh/
# OMIM: https://omim.org/entry/
# rrid: https://identifiers.org/RRID:
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	comment
nf:CellLineModel#MCF10A_NF1_1	MCF10A_NF1_1	skos:exactMatch		rrid:CVCL_C1A6		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MCF10A_NF1_7A1	MCF10A_NF1_7A1	skos:exactMatch		rrid:CVCL_C1A7		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MCF10A_NF1_7B2	MCF10A_NF1_7B2	skos:exactMatch		rrid:CVCL_C1A8		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MCRIi020-A	MCRIi020-A	skos:exactMatch		rrid:CVCL_A1MD		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MCRIi021-A	MCRIi021-A	skos:exactMatch		rrid:CVCL_A1ME		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MCRIi022-A	MCRIi022-A	skos:exactMatch		rrid:CVCL_A1MF		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MCRIi023-A	MCRIi023-A	skos:exactMatch		rrid:CVCL_A1MG		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MH/Nike	MH/Nike	skos:exactMatch		rrid:CVCL_DN29		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MIAPaCa-2	MIAPaCa-2	skos:exactMatch		rrid:CVCL_0428		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MPNST724	MPNST724	skos:exactMatch		rrid:CVCL_AU20		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MPNST-14	MPNST-14	skos:exactMatch		rrid:CVCL_AU21		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MPNST-642	MPNST-642	skos:exactMatch		rrid:CVCL_AU19		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MPNST-90	MPNST-90	skos:exactMatch		rrid:CVCL_J355		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MPNST-91	MPNST-91	skos:exactMatch		rrid:CVCL_J356		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MPNST-92	MPNST-92	skos:exactMatch		rrid:CVCL_J357		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MUG-Mel1	MUG-Mel1	skos:exactMatch		rrid:CVCL_VV72		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MUG-Mel1cloneC8	MUG-Mel1cloneC8	skos:exactMatch		rrid:CVCL_VV73		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#MUG-Mel1cloneD5	MUG-Mel1cloneD5	skos:exactMatch		rrid:CVCL_VV74		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#Mes-9	Mes-9	skos:exactMatch		rrid:CVCL_H658		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#N206	N206	skos:exactMatch		rrid:CVCL_C885		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NB90-4	NB90-4	skos:exactMatch		rrid:CVCL_A5PQ		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NB90-6	NB90-6	skos:exactMatch		rrid:CVCL_A5PR		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCC-MPNST1-C1	NCC-MPNST1-C1	skos:exactMatch		rrid:CVCL_YU12		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCC-MPNST2-C1	NCC-MPNST2-C1	skos:exactMatch		rrid:CVCL_YU13		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCC-MPNST3-C1	NCC-MPNST3-C1	skos:exactMatch		rrid:CVCL_YU14		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCC-MPNST3-X2-C1	NCC-MPNST3-X2-C1	skos:exactMatch		rrid:CVCL_YU15		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCC-MPNST4-C1	NCC-MPNST4-C1	skos:exactMatch		rrid:CVCL_YU16		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCC-MPNST5-C1	NCC-MPNST5-C1	skos:exactMatch		rrid:CVCL_YU17		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H1373	NCI-H1373	skos:exactMatch		rrid:CVCL_1465		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H1385	NCI-H1385	skos:exactMatch		rrid:CVCL_1466		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H1651	NCI-H1651	skos:exactMatch		rrid:CVCL_1484		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H1792	NCI-H1792	skos:exactMatch		rrid:CVCL_1495		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H1838	NCI-H1838	skos:exactMatch		rrid:CVCL_1499		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H1944	NCI-H1944	skos:exactMatch		rrid:CVCL_1508		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H2030	NCI-H2030	skos:exactMatch		rrid:CVCL_1517		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H2122	NCI-H2122	skos:exactMatch		rrid:CVCL_1531		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H23	NCI-H23	skos:exactMatch		rrid:CVCL_1547		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H2444	NCI-H2444	skos:exactMatch		rrid:CVCL_1552		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H358	NCI-H358	skos:exactMatch		rrid:CVCL_1559		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H441	NCI-H441	skos:exactMatch		rrid:CVCL_1561		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H647	NCI-H647	skos:exactMatch		rrid:CVCL_1574		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H727	NCI-H727	skos:exactMatch		rrid:CVCL_1584		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NCI-H747	NCI-H747	skos:exactMatch		rrid:CVCL_1587		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NF1	NF1	skos:exactMatch		rrid:CVCL_JG80		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NFS-1	NFS-1	skos:exactMatch		rrid:CVCL_1Y69		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NGP	NGP	skos:exactMatch		rrid:CVCL_2141		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NMB	NMB	skos:exactMatch		rrid:CVCL_2143		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NMS-2	NMS-2	skos:exactMatch		rrid:CVCL_4662		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NMS-2PC	NMS-2PC	skos:exactMatch		rrid:CVCL_L810		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NZM022	NZM022	skos:exactMatch		rrid:CVCL_D825		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NZM041	NZM041	skos:exactMatch		rrid:CVCL_S426		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NZM047	NZM047	skos:exactMatch		rrid:CVCL_S424		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NZM072	NZM072	skos:exactMatch		rrid:CVCL_0D36		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NZM077	NZM077	skos:exactMatch		rrid:CVCL_0D40		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#NZM087	NZM087	skos:exactMatch		rrid:CVCL_0D47		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#OSW	OSW	skos:exactMatch		rrid:CVCL_0B19		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#PEO4	PEO4	skos:exactMatch		rrid:CVCL_2690		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#PEO4-iPSC-OSKM-03	PEO4-iPSC-OSKM-03	skos:exactMatch		rrid:CVCL_B7JI		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#PEO4-iPSC-OSKM-05	PEO4-iPSC-OSKM-05	skos:exactMatch		rrid:CVCL_B7JJ		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#PK-1	PK-1	skos:exactMatch		rrid:CVCL_4717		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#PK-45H	PK-45H	skos:exactMatch		rrid:CVCL_6748		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#PK-59	PK-59	skos:exactMatch		rrid:CVCL_4897		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#PNET-1	PNET-1	skos:exactMatch		rrid:CVCL_A5PP		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#PNET-2	PNET-2	skos:exactMatch		rrid:CVCL_4432		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#PaTu8902	PaTu8902	skos:exactMatch		rrid:CVCL_1845		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#Panc02.03	Panc02.03	skos:exactMatch		rrid:CVCL_1633		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#Panc03.27	Panc03.27	skos:exactMatch		rrid:CVCL_1635		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#Panc04.03	Panc04.03	skos:exactMatch		rrid:CVCL_1636		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#Panc08.13	Panc08.13	skos:exactMatch		rrid:CVCL_1638		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#Panc10.05	Panc10.05	skos:exactMatch		rrid:CVCL_1639		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#QGP-1	QGP-1	skos:exactMatch		rrid:CVCL_3143		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#QQ0588	QQ0588	skos:exactMatch		rrid:CVCL_8Y66		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#RCM-1	RCM-1	skos:exactMatch		rrid:CVCL_1648		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#RERF-LC-Ad2	RERF-LC-Ad2	skos:exactMatch		rrid:CVCL_1652		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#RG-137	RG-137	skos:exactMatch		rrid:CVCL_B564		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#RG-138	RG-138	skos:exactMatch		rrid:CVCL_B565		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#RG-139	RG-139	skos:exactMatch		rrid:CVCL_B566		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#RG-140	RG-140	skos:exactMatch		rrid:CVCL_B567		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#RG-141	RG-141	skos:exactMatch		rrid:CVCL_B568		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#RG-235	RG-235	skos:exactMatch		rrid:CVCL_B653		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#RG-315	RG-315	skos:exactMatch		rrid:CVCL_B721		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#S462	S462	skos:exactMatch		rrid:CVCL_1Y70		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#S462.TY	S462.TY	skos:exactMatch		rrid:CVCL_JK02		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#S520	S520	skos:exactMatch		rrid:CVCL_AX35		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SHG-140	SHG-140	skos:exactMatch		rrid:CVCL_A0XC		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SHP-77	SHP-77	skos:exactMatch		rrid:CVCL_1693		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SIGTREScelllineAA0320	SIGTREScelllineAA0320	skos:exactMatch		rrid:MMRRC_025689-UCD		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-1	SJNB-1	skos:exactMatch		rrid:CVCL_8812		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-10	SJNB-10	skos:exactMatch		rrid:CVCL_1441		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-12	SJNB-12	skos:exactMatch		rrid:CVCL_1442		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-13	SJNB-13	skos:exactMatch		rrid:CVCL_1443		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-14	SJNB-14	skos:exactMatch		rrid:CVCL_1444		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-16	SJNB-16	skos:exactMatch		rrid:CVCL_8815		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-19	SJNB-19	skos:exactMatch		rrid:CVCL_8817		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-2	SJNB-2	skos:exactMatch		rrid:CVCL_8818		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-3	SJNB-3	skos:exactMatch		rrid:CVCL_8820		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-4	SJNB-4	skos:exactMatch		rrid:CVCL_8821		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-5	SJNB-5	skos:exactMatch		rrid:CVCL_8822		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-6	SJNB-6	skos:exactMatch		rrid:CVCL_8823		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-7	SJNB-7	skos:exactMatch		rrid:CVCL_8824		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-8	SJNB-8	skos:exactMatch		rrid:CVCL_8825		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SJNB-9	SJNB-9	skos:exactMatch		rrid:CVCL_8826		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-CO-1	SK-CO-1	skos:exactMatch		rrid:CVCL_0626		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-LU-1	SK-LU-1	skos:exactMatch		rrid:CVCL_0629		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-105	SK-MEL-105	skos:exactMatch		rrid:CVCL_6070		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-109	SK-MEL-109	skos:exactMatch		rrid:CVCL_6073		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-11	SK-MEL-11	skos:exactMatch		rrid:CVCL_D702		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-110	SK-MEL-110	skos:exactMatch		rrid:CVCL_3875		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-113	SK-MEL-113	skos:exactMatch		rrid:CVCL_6074		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-117	SK-MEL-117	skos:exactMatch		rrid:CVCL_6075		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-118	SK-MEL-118	skos:exactMatch		rrid:CVCL_6076		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-119	SK-MEL-119	skos:exactMatch		rrid:CVCL_6077		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-12	SK-MEL-12	skos:exactMatch		rrid:CVCL_6021		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-127	SK-MEL-127	skos:exactMatch		rrid:CVCL_6078		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-13	SK-MEL-13	skos:exactMatch		rrid:CVCL_6022		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-130	SK-MEL-130	skos:exactMatch		rrid:CVCL_6080		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-131	SK-MEL-131	skos:exactMatch		rrid:CVCL_6081		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-133	SK-MEL-133	skos:exactMatch		rrid:CVCL_6082		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-146	SK-MEL-146	skos:exactMatch		rrid:CVCL_6085		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-15	SK-MEL-15	skos:exactMatch		rrid:CVCL_6964		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-153	SK-MEL-153	skos:exactMatch		rrid:CVCL_6087		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-161	SK-MEL-161	skos:exactMatch		rrid:CVCL_6088		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-170	SK-MEL-170	skos:exactMatch		rrid:CVCL_6089		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-174	SK-MEL-174	skos:exactMatch		rrid:CVCL_6091		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-176	SK-MEL-176	skos:exactMatch		rrid:CVCL_6092		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-178	SK-MEL-178	skos:exactMatch		rrid:CVCL_6093		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-181	SK-MEL-181	skos:exactMatch		rrid:CVCL_6094		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-182	SK-MEL-182	skos:exactMatch		rrid:CVCL_6095		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-186	SK-MEL-186	skos:exactMatch		rrid:CVCL_6096		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-188	SK-MEL-188	skos:exactMatch		rrid:CVCL_6098		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-190	SK-MEL-190	skos:exactMatch		rrid:CVCL_6099		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-191	SK-MEL-191	skos:exactMatch		rrid:CVCL_6100		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-196	SK-MEL-196	skos:exactMatch		rrid:CVCL_6102		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-199	SK-MEL-199	skos:exactMatch		rrid:CVCL_6104		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-200	SK-MEL-200	skos:exactMatch		rrid:CVCL_6105		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-202	SK-MEL-202	skos:exactMatch		rrid:CVCL_6106		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-205	SK-MEL-205	skos:exactMatch		rrid:CVCL_6107		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-207	SK-MEL-207	skos:exactMatch		rrid:CVCL_6108		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-208	SK-MEL-208	skos:exactMatch		rrid:CVCL_6109		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-209	SK-MEL-209	skos:exactMatch		rrid:CVCL_6110		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-21	SK-MEL-21	skos:exactMatch		rrid:CVCL_3877		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-210-3	SK-MEL-210-3	skos:exactMatch		rrid:CVCL_D772		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-215-1	SK-MEL-215-1	skos:exactMatch		rrid:CVCL_U911		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-217	SK-MEL-217	skos:exactMatch		rrid:CVCL_6111		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-22	SK-MEL-22	skos:exactMatch		rrid:CVCL_6026		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-222	SK-MEL-222	skos:exactMatch		rrid:CVCL_6112		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-227	SK-MEL-227	skos:exactMatch		rrid:CVCL_6113		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-228	SK-MEL-228	skos:exactMatch		rrid:CVCL_6114		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-229	SK-MEL-229	skos:exactMatch		rrid:CVCL_6115		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-23	SK-MEL-23	skos:exactMatch		rrid:CVCL_6027		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-230	SK-MEL-230	skos:exactMatch		rrid:CVCL_6116		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-232	SK-MEL-232	skos:exactMatch		rrid:CVCL_6117		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-233	SK-MEL-233	skos:exactMatch		rrid:CVCL_6118		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-234	SK-MEL-234	skos:exactMatch		rrid:CVCL_6119		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-237	SK-MEL-237	skos:exactMatch		rrid:CVCL_6120		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-238	SK-MEL-238	skos:exactMatch		rrid:CVCL_6121		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-239	SK-MEL-239	skos:exactMatch		rrid:CVCL_6122		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-243	SK-MEL-243	skos:exactMatch		rrid:CVCL_6123		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#SK-MEL-244	SK-MEL-244	skos:exactMatch		rrid:CVCL_6124		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
