#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_set_id: https://w3id.org/nfosi/
#mapping_tool: https://w3id.org/linkml/
#creator_id: linkml_user
#mapping_date: 2026-07-20
#curie_map: 
# nf: https://w3id.org/synapse/nfosi/vocab/
# personinfo: https://w3id.org/linkml/examples/personinfo/
# linkml: https://w3id.org/linkml/
# schema: http://schema.org/
# rdfs: http://www.w3.org/2000/01/rdf-schema#
# skos: http://www.w3.org/2004/02/skos/core#
# prov: http://www.w3.org/ns/prov#
# htan: https://raw.githubusercontent.com/ncihtan/data-models/main/HTAN.model.jsonld
# NCIT: http://purl.obolibrary.org/obo/NCIT_
# BTO: http://purl.obolibrary.org/obo/BTO_
# UBERON: http://purl.obolibrary.org/obo/UBERON_
# OBI: http://purl.obolibrary.org/obo/OBI_
# UO: http://purl.obolibrary.org/obo/UO_
# CL: http://purl.obolibrary.org/obo/CL_
# CHMO: http://purl.obolibrary.org/obo/CHMO_
# MI: http://purl.obolibrary.org/obo/MI_
# MMO: http://purl.obolibrary.org/obo/MMO_
# ERO: http://purl.obolibrary.org/obo/ERO_
# MAXO: http://purl.obolibrary.org/obo/MAXO_
# MONDO: http://purl.obolibrary.org/obo/MONDO_
# HP: http://purl.obolibrary.org/obo/HP_
# VT: http://purl.obolibrary.org/obo/VT_
# FMA: http://purl.obolibrary.org/obo/FMA_
# CLO: http://purl.obolibrary.org/obo/CLO_
# GENO: http://purl.obolibrary.org/obo/GENO_
# GO: http://purl.obolibrary.org/obo/GO_
# IAO: http://purl.obolibrary.org/obo/IAO_
# MS: http://purl.obolibrary.org/obo/MS_
# OMIABIS: http://purl.obolibrary.org/obo/OMIABIS_
# FBbi: http://purl.obolibrary.org/obo/FBbi_
# FBcv: http://purl.obolibrary.org/obo/FBcv_
# PATO: http://purl.obolibrary.org/obo/PATO_
# EFO: http://www.ebi.ac.uk/efo/EFO_
# EDAM: http://edamontology.org/
# BAO: http://www.bioassayontology.org/bao#BAO_
# SWO: http://www.ebi.ac.uk/swo/data/SWO_
# SNOMED: http://snomed.info/id/
# ENM: http://purl.enanomapper.org/onto/ENM_
# DCM: http://dicom.nema.org/resources/ontology/DCM/
# CHEMINF: http://semanticscience.org/resource/CHEMINF_
# CMPO: http://www.ebi.ac.uk/cmpo/CMPO_
# ZFA: http://purl.obolibrary.org/obo/ZFA_
# DOID: http://purl.obolibrary.org/obo/DOID_
# DUO: http://purl.obolibrary.org/obo/DUO_
# NBO: http://purl.obolibrary.org/obo/NBO_
# NCBITaxon: http://purl.obolibrary.org/obo/NCBITaxon_
# MESH: https://id.nlm.nih.gov/mesh/
# OMIM: https://omim.org/entry/
# rrid: https://identifiers.org/RRID:
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	comment
nf:CellBasedAssayEnum#whole-cellpatchclamp	whole-cellpatchclamp	skos:exactMatch		OBI:0002178		skos:exactMatch	https://w3id.org/nfosi/						CellBasedAssayEnum			
nf:CellLineModel#10/9CRC1	10/9CRC1	skos:exactMatch		rrid:CVCL_8478		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#10CM	10CM	skos:exactMatch		rrid:CVCL_VJ83		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#1507.2	1507.2	skos:exactMatch		rrid:CVCL_1Y71		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#28cNF	28cNF	skos:exactMatch		rrid:CVCL_B9V9		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#2XSB	2XSB	skos:exactMatch		rrid:CVCL_A7NI		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#3PNF_FiPSsv_PM_2	3PNF_FiPSsv_PM_2	skos:exactMatch		rrid:CVCL_UN11		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#3PNF_SiPSsv_MM_11	3PNF_SiPSsv_MM_11	skos:exactMatch		rrid:CVCL_UN12		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#4/30PRR	4/30PRR	skos:exactMatch		rrid:CVCL_8480		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#5PNF_TDiPSsv_MM_4	5PNF_TDiPSsv_MM_4	skos:exactMatch		rrid:CVCL_UN13		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#5PNF_TDiPSsv_PM_6	5PNF_TDiPSsv_PM_6	skos:exactMatch		rrid:CVCL_UN14		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#6PNF_SiPSrv_PM_2	6PNF_SiPSrv_PM_2	skos:exactMatch		rrid:CVCL_UN15		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#7PNF_SiPSrv_PM_12	7PNF_SiPSrv_PM_12	skos:exactMatch		rrid:CVCL_UN16		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#862L	862L	skos:exactMatch		rrid:CVCL_8477		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#9/3L	9/3L	skos:exactMatch		rrid:CVCL_8479		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#90-8	90-8	skos:exactMatch		rrid:CVCL_1B47		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#AMC-106	AMC-106	skos:exactMatch		rrid:CVCL_9477		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#AbcamA-549NF1KO	AbcamA-549NF1KO	skos:exactMatch		rrid:CVCL_B9NJ		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#AbcamHCT116NF1KO	AbcamHCT116NF1KO	skos:exactMatch		rrid:CVCL_B8LD		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#AbcamHeLaNF1KO	AbcamHeLaNF1KO	skos:exactMatch		rrid:CVCL_B1YJ		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#AbcamMCF-7NF1KO	AbcamMCF-7NF1KO	skos:exactMatch		rrid:CVCL_B8ZE		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#AbcamU-87MGSNCAKO	AbcamU-87MGSNCAKO	skos:exactMatch		rrid:CVCL_C0BJ		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#AsPC-1	AsPC-1	skos:exactMatch		rrid:CVCL_0152		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#BJFF.6	BJFF.6	skos:exactMatch		rrid:CVCL_VU02		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#BayGenomicsEScelllineXF344	BayGenomicsEScelllineXF344	skos:exactMatch		rrid:CVCL_PR85		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#CFPAC-1	CFPAC-1	skos:exactMatch		rrid:CVCL_1119		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#CML-6M	CML-6M	skos:exactMatch		rrid:CVCL_0D24		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#COLO668	COLO668	skos:exactMatch		rrid:CVCL_1128		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#COR-L23	COR-L23	skos:exactMatch		rrid:CVCL_1139		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#CPTC-NF1-1	CPTC-NF1-1	skos:exactMatch		rrid:CVCL_C2NU		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#CPTC-NF1-2	CPTC-NF1-2	skos:exactMatch		rrid:CVCL_C2NV		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#CPTC-NF1-3	CPTC-NF1-3	skos:exactMatch		rrid:CVCL_C2NW		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#CTV-1	CTV-1	skos:exactMatch		rrid:CVCL_1150		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#Calu-1	Calu-1	skos:exactMatch		rrid:CVCL_0608		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#Capan-1	Capan-1	skos:exactMatch		rrid:CVCL_0237		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#Capan-2	Capan-2	skos:exactMatch		rrid:CVCL_0026		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#D-566MG	D-566MG	skos:exactMatch		rrid:CVCL_1166		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#DAN-G	DAN-G	skos:exactMatch		rrid:CVCL_0243		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#DD2345	DD2345	skos:exactMatch		rrid:CVCL_9J79		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#FMS-1	FMS-1	skos:exactMatch		rrid:CVCL_IS33		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#FTC-133	FTC-133	skos:exactMatch		rrid:CVCL_1219		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#FU-SFT8710	FU-SFT8710	skos:exactMatch		rrid:CVCL_ZE77		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GI-ME-N	GI-ME-N	skos:exactMatch		rrid:CVCL_1232		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GI-ME-NrCDDP500	GI-ME-NrCDDP500	skos:exactMatch		rrid:CVCL_RS22		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GI-ME-NrDOX5	GI-ME-NrDOX5	skos:exactMatch		rrid:CVCL_RS07		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GI-ME-NrVCR14	GI-ME-NrVCR14	skos:exactMatch		rrid:CVCL_RR32		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM00622	GM00622	skos:exactMatch		rrid:CVCL_5M64		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM01633	GM01633	skos:exactMatch		rrid:CVCL_9Z54		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM01634	GM01634	skos:exactMatch		rrid:CVCL_9Z57		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM01639	GM01639	skos:exactMatch		rrid:CVCL_5M68		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM01641	GM01641	skos:exactMatch		rrid:CVCL_5M69		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM01858	GM01858	skos:exactMatch		rrid:CVCL_9Z58		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM01859	GM01859	skos:exactMatch		rrid:CVCL_9Z59		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM01861	GM01861	skos:exactMatch		rrid:CVCL_9Z60		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM03420	GM03420	skos:exactMatch		rrid:CVCL_9Z61		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM03421	GM03421	skos:exactMatch		rrid:CVCL_9Z62		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09534	GM09534	skos:exactMatch		rrid:CVCL_9Z63		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09535	GM09535	skos:exactMatch		rrid:CVCL_9Z64		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09536	GM09536	skos:exactMatch		rrid:CVCL_9Z65		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09539	GM09539	skos:exactMatch		rrid:CVCL_9Z66		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09616	GM09616	skos:exactMatch		rrid:CVCL_9Z67		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09617	GM09617	skos:exactMatch		rrid:CVCL_9Z68		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09618	GM09618	skos:exactMatch		rrid:CVCL_N114		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09619	GM09619	skos:exactMatch		rrid:CVCL_9Z69		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09620	GM09620	skos:exactMatch		rrid:CVCL_9Z70		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09621	GM09621	skos:exactMatch		rrid:CVCL_9Z71		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09622	GM09622	skos:exactMatch		rrid:CVCL_9Z72		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09625	GM09625	skos:exactMatch		rrid:CVCL_9Z73		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09626	GM09626	skos:exactMatch		rrid:CVCL_N115		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09627	GM09627	skos:exactMatch		rrid:CVCL_9Z74		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09628	GM09628	skos:exactMatch		rrid:CVCL_9Z75		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09629	GM09629	skos:exactMatch		rrid:CVCL_9Z76		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09630	GM09630	skos:exactMatch		rrid:CVCL_9Z77		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09631	GM09631	skos:exactMatch		rrid:CVCL_9Z78		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09632	GM09632	skos:exactMatch		rrid:CVCL_9Z79		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09633	GM09633	skos:exactMatch		rrid:CVCL_9Z80		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09634	GM09634	skos:exactMatch		rrid:CVCL_9Z81		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09635	GM09635	skos:exactMatch		rrid:CVCL_9Z82		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09636	GM09636	skos:exactMatch		rrid:CVCL_9Z83		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09637	GM09637	skos:exactMatch		rrid:CVCL_9Z84		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09638	GM09638	skos:exactMatch		rrid:CVCL_9Z85		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09639	GM09639	skos:exactMatch		rrid:CVCL_9Z86		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09640	GM09640	skos:exactMatch		rrid:CVCL_9Z87		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09641	GM09641	skos:exactMatch		rrid:CVCL_9Z88		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09642	GM09642	skos:exactMatch		rrid:CVCL_9Z89		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09649	GM09649	skos:exactMatch		rrid:CVCL_9Z90		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09650	GM09650	skos:exactMatch		rrid:CVCL_9Z91		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09651	GM09651	skos:exactMatch		rrid:CVCL_9Z92		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09652	GM09652	skos:exactMatch		rrid:CVCL_9Z93		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09688	GM09688	skos:exactMatch		rrid:CVCL_9Z94		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09689	GM09689	skos:exactMatch		rrid:CVCL_9Z95		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09690	GM09690	skos:exactMatch		rrid:CVCL_9Z96		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09691	GM09691	skos:exactMatch		rrid:CVCL_9Z97		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09692	GM09692	skos:exactMatch		rrid:CVCL_9Z98		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09693	GM09693	skos:exactMatch		rrid:CVCL_9Z99		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09694	GM09694	skos:exactMatch		rrid:CVCL_6F53		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09886	GM09886	skos:exactMatch		rrid:CVCL_9T23		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09887	GM09887	skos:exactMatch		rrid:CVCL_9X49		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM09944	GM09944	skos:exactMatch		rrid:CVCL_AA00		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM10501	GM10501	skos:exactMatch		rrid:CVCL_1R95		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM10502	GM10502	skos:exactMatch		rrid:CVCL_1R96		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM10657	GM10657	skos:exactMatch		rrid:CVCL_1R97		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM10659	GM10659	skos:exactMatch		rrid:CVCL_1R98		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM11601	GM11601	skos:exactMatch		rrid:CVCL_AA01		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM11602	GM11602	skos:exactMatch		rrid:CVCL_AA02		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM12517	GM12517	skos:exactMatch		rrid:CVCL_1S66		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM21674	GM21674	skos:exactMatch		rrid:CVCL_HL11		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM21675	GM21675	skos:exactMatch		rrid:CVCL_HL12		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM21843	GM21843	skos:exactMatch		rrid:CVCL_BA07		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM21844	GM21844	skos:exactMatch		rrid:CVCL_BA08		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM21845	GM21845	skos:exactMatch		rrid:CVCL_BA09		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM21865	GM21865	skos:exactMatch		rrid:CVCL_BA10		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM22279	GM22279	skos:exactMatch		rrid:CVCL_BA11		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM22606	GM22606	skos:exactMatch		rrid:CVCL_BU80		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM22607	GM22607	skos:exactMatch		rrid:CVCL_BU81		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM22608	GM22608	skos:exactMatch		rrid:CVCL_BU82		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM22609	GM22609	skos:exactMatch		rrid:CVCL_BU83		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM23312	GM23312	skos:exactMatch		rrid:CVCL_CW86		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GM23338	GM23338	skos:exactMatch		rrid:CVCL_F182		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GP2d	GP2d	skos:exactMatch		rrid:CVCL_2450		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#GWH04	GWH04	skos:exactMatch		rrid:CVCL_C0W3		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HAP1NF1(-)1	HAP1NF1(-)1	skos:exactMatch		rrid:CVCL_TA51		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HAP1NF1(-)2	HAP1NF1(-)2	skos:exactMatch		rrid:CVCL_TA52		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HAP1NF1(-)3	HAP1NF1(-)3	skos:exactMatch		rrid:CVCL_TA53		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HAP1NF1(-)4	HAP1NF1(-)4	skos:exactMatch		rrid:CVCL_TA54		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HBE135-E6E7	HBE135-E6E7	skos:exactMatch		rrid:CVCL_3695		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HCT116	HCT116	skos:exactMatch		rrid:CVCL_0291		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HCT15	HCT15	skos:exactMatch		rrid:CVCL_0292		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HEK293	HEK293	skos:exactMatch		rrid:CVCL_0045		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HPAF-II	HPAF-II	skos:exactMatch		rrid:CVCL_0313		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HPS1312	HPS1312	skos:exactMatch		rrid:CVCL_UN64		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HPS1313	HPS1313	skos:exactMatch		rrid:CVCL_A3UD		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HPS1314	HPS1314	skos:exactMatch		rrid:CVCL_A3UE		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HPS1315	HPS1315	skos:exactMatch		rrid:CVCL_A3UF		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HPS1316	HPS1316	skos:exactMatch		rrid:CVCL_A3UG		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HPS1317	HPS1317	skos:exactMatch		rrid:CVCL_A3UH		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HPS2250	HPS2250	skos:exactMatch		rrid:CVCL_UP04		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HPS2251	HPS2251	skos:exactMatch		rrid:CVCL_A3RL		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HPS2252	HPS2252	skos:exactMatch		rrid:CVCL_A3RM		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HPS2253	HPS2253	skos:exactMatch		rrid:CVCL_A3RN		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HPS2254	HPS2254	skos:exactMatch		rrid:CVCL_A3RP		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HPS2255	HPS2255	skos:exactMatch		rrid:CVCL_A3RQ		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HS-PSS	HS-PSS	skos:exactMatch		rrid:CVCL_8717		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HS-Sch-2	HS-Sch-2	skos:exactMatch		rrid:CVCL_8718		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HTh74	HTh74	skos:exactMatch		rrid:CVCL_6288		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HTh74clone7	HTh74clone7	skos:exactMatch		rrid:CVCL_AT82		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HeLaSilenciXNF1	HeLaSilenciXNF1	skos:exactMatch		rrid:CVCL_KT82		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#HuP-T4	HuP-T4	skos:exactMatch		rrid:CVCL_1300		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#KCL024	KCL024	skos:exactMatch		rrid:CVCL_A257		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#KCL025	KCL025	skos:exactMatch		rrid:CVCL_A258		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#KOMPEScelllineNf1<tm1a(KOMP)Wtsi>	KOMPEScelllineNf1<tm1a(KOMP)Wtsi>	skos:exactMatch		rrid:MMRRC_059313-UCD		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#KOMPEScelllineNf1<tm1e(KOMP)Wtsi>	KOMPEScelllineNf1<tm1e(KOMP)Wtsi>	skos:exactMatch		rrid:MMRRC_059314-UCD		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#KP-3	KP-3	skos:exactMatch		rrid:CVCL_3005		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#LCLC-97TM1	LCLC-97TM1	skos:exactMatch		rrid:CVCL_1376		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#LS180	LS180	skos:exactMatch		rrid:CVCL_0397		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#LS513	LS513	skos:exactMatch		rrid:CVCL_1386		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#Lis42_NF1_1N	Lis42_NF1_1N	skos:exactMatch		rrid:CVCL_Y368		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#Lis47_NF1_2N	Lis47_NF1_2N	skos:exactMatch		rrid:CVCL_Y373		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#LoVo	LoVo	skos:exactMatch		rrid:CVCL_0399		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#Lu-65	Lu-65	skos:exactMatch		rrid:CVCL_1392		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
nf:CellLineModel#Lu-99	Lu-99	skos:exactMatch		rrid:CVCL_3015		skos:exactMatch	https://w3id.org/nfosi/						CellLineModel			
